date,activity,index,Activity,weekend
2020-07-26,Residential,0,Residential,TRUE
2020-07-27,Retail and Recreation,-0.02,Retail and Recreation,FALSE
2020-07-27,Workplace,-0.26,Workplace,FALSE
2020-07-27,Residential,0.07,Residential,FALSE
2020-07-28,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-07-28,Workplace,-0.26,Workplace,FALSE
2020-07-28,Residential,0.06,Residential,FALSE
2020-07-29,Retail and Recreation,0.02,Retail and Recreation,FALSE
2020-07-29,Workplace,-0.27,Workplace,FALSE
2020-07-29,Residential,0.05,Residential,FALSE
2020-07-30,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-07-30,Workplace,-0.28,Workplace,FALSE
2020-07-30,Residential,0.075,Residential,FALSE
2020-07-31,Retail and Recreation,0,Retail and Recreation,FALSE
2020-07-31,Workplace,-0.275,Workplace,FALSE
2020-07-31,Residential,0.06,Residential,FALSE
2020-08-01,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-08-01,Workplace,-0.12,Workplace,TRUE
2020-08-01,Residential,0.02,Residential,TRUE
2020-08-02,Retail and Recreation,-0.03,Retail and Recreation,TRUE
2020-08-02,Workplace,-0.12,Workplace,TRUE
2020-08-02,Residential,0.01,Residential,TRUE
2020-08-03,Retail and Recreation,0.06,Retail and Recreation,FALSE
2020-08-03,Workplace,-0.255,Workplace,FALSE
2020-08-03,Residential,0.06,Residential,FALSE
2020-08-04,Retail and Recreation,0.05,Retail and Recreation,FALSE
2020-08-04,Workplace,-0.26,Workplace,FALSE
2020-08-04,Residential,0.06,Residential,FALSE
2020-08-05,Retail and Recreation,0.05,Retail and Recreation,FALSE
2020-08-05,Workplace,-0.27,Workplace,FALSE
2020-08-05,Residential,0.05,Residential,FALSE
2020-08-06,Retail and Recreation,0.04,Retail and Recreation,FALSE
2020-08-06,Workplace,-0.26,Workplace,FALSE
2020-08-06,Residential,0.05,Residential,FALSE
2020-08-07,Retail and Recreation,0,Retail and Recreation,FALSE
2020-08-07,Workplace,-0.26,Workplace,FALSE
2020-08-07,Residential,0.05,Residential,FALSE
2020-08-08,Retail and Recreation,-0.06,Retail and Recreation,TRUE
2020-08-08,Workplace,-0.08,Workplace,TRUE
2020-08-08,Residential,-0.01,Residential,TRUE
2020-08-09,Retail and Recreation,-0.02,Retail and Recreation,TRUE
2020-08-09,Workplace,-0.11,Workplace,TRUE
2020-08-09,Residential,0,Residential,TRUE
2020-08-10,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-08-10,Workplace,-0.26,Workplace,FALSE
2020-08-10,Residential,0.06,Residential,FALSE
2020-08-11,Retail and Recreation,0.04,Retail and Recreation,FALSE
2020-08-11,Workplace,-0.26,Workplace,FALSE
2020-08-11,Residential,0.05,Residential,FALSE
2020-08-12,Retail and Recreation,0.02,Retail and Recreation,FALSE
2020-08-12,Workplace,-0.26,Workplace,FALSE
2020-08-12,Residential,0.05,Residential,FALSE
2020-08-13,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-08-13,Workplace,-0.25,Workplace,FALSE
2020-08-13,Residential,0.05,Residential,FALSE
2020-08-14,Retail and Recreation,-0.015,Retail and Recreation,FALSE
2020-08-14,Workplace,-0.26,Workplace,FALSE
2020-08-14,Residential,0.04,Residential,FALSE
2020-08-15,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-08-15,Workplace,-0.09,Workplace,TRUE
2020-08-15,Residential,-0.005,Residential,TRUE
2020-08-16,Retail and Recreation,-0.035,Retail and Recreation,TRUE
2020-08-16,Workplace,-0.11,Workplace,TRUE
2020-08-16,Residential,0,Residential,TRUE
2020-08-17,Retail and Recreation,-0.045,Retail and Recreation,FALSE
2020-08-17,Workplace,-0.31,Workplace,FALSE
2020-08-17,Residential,0.06,Residential,FALSE
2020-08-18,Retail and Recreation,-0.045,Retail and Recreation,FALSE
2020-08-18,Workplace,-0.3,Workplace,FALSE
2020-08-18,Residential,0.06,Residential,FALSE
2020-08-19,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-08-19,Workplace,-0.29,Workplace,FALSE
2020-08-19,Residential,0.06,Residential,FALSE
2020-08-20,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-08-20,Workplace,-0.29,Workplace,FALSE
2020-08-20,Residential,0.06,Residential,FALSE
2020-08-21,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-08-21,Workplace,-0.29,Workplace,FALSE
2020-08-21,Residential,0.05,Residential,FALSE
2020-08-22,Retail and Recreation,-0.06,Retail and Recreation,TRUE
2020-08-22,Workplace,-0.08,Workplace,TRUE
2020-08-22,Residential,0,Residential,TRUE
2020-08-23,Retail and Recreation,-0.085,Retail and Recreation,TRUE
2020-08-23,Workplace,-0.1,Workplace,TRUE
2020-08-23,Residential,0.005,Residential,TRUE
2020-08-24,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-08-24,Workplace,-0.29,Workplace,FALSE
2020-08-24,Residential,0.065,Residential,FALSE
2020-08-25,Retail and Recreation,-0.065,Retail and Recreation,FALSE
2020-08-25,Workplace,-0.295,Workplace,FALSE
2020-08-25,Residential,0.07,Residential,FALSE
2020-08-26,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-08-26,Workplace,-0.27,Workplace,FALSE
2020-08-26,Residential,0.06,Residential,FALSE
2020-08-27,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-08-27,Workplace,-0.27,Workplace,FALSE
2020-08-27,Residential,0.06,Residential,FALSE
2020-08-28,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-08-28,Workplace,-0.27,Workplace,FALSE
2020-08-28,Residential,0.07,Residential,FALSE
2020-08-29,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-08-29,Workplace,-0.09,Workplace,TRUE
2020-08-29,Residential,0,Residential,TRUE
2020-08-30,Retail and Recreation,-0.065,Retail and Recreation,TRUE
2020-08-30,Workplace,-0.11,Workplace,TRUE
2020-08-30,Residential,0,Residential,TRUE
2020-08-31,Retail and Recreation,-0.045,Retail and Recreation,FALSE
2020-08-31,Workplace,-0.28,Workplace,FALSE
2020-08-31,Residential,0.06,Residential,FALSE
2020-09-01,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-09-01,Workplace,-0.285,Workplace,FALSE
2020-09-01,Residential,0.065,Residential,FALSE
2020-09-02,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-09-02,Workplace,-0.27,Workplace,FALSE
2020-09-02,Residential,0.05,Residential,FALSE
2020-09-03,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-09-03,Workplace,-0.28,Workplace,FALSE
2020-09-03,Residential,0.05,Residential,FALSE
2020-09-04,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-09-04,Workplace,-0.3,Workplace,FALSE
2020-09-04,Residential,0.04,Residential,FALSE
2020-09-05,Retail and Recreation,-0.08,Retail and Recreation,TRUE
2020-09-05,Workplace,-0.17,Workplace,TRUE
2020-09-05,Residential,-0.01,Residential,TRUE
2020-09-06,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-09-06,Workplace,-0.18,Workplace,TRUE
2020-09-06,Residential,-0.01,Residential,TRUE
2020-09-07,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-09-07,Workplace,-0.73,Workplace,FALSE
2020-09-07,Residential,0.17,Residential,FALSE
2020-09-08,Retail and Recreation,-0.065,Retail and Recreation,FALSE
2020-09-08,Workplace,-0.305,Workplace,FALSE
2020-09-08,Residential,0.07,Residential,FALSE
2020-09-09,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2020-09-09,Workplace,-0.28,Workplace,FALSE
2020-09-09,Residential,0.05,Residential,FALSE
2020-09-10,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-09-10,Workplace,-0.28,Workplace,FALSE
2020-09-10,Residential,0.05,Residential,FALSE
2020-09-11,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-09-11,Workplace,-0.22,Workplace,FALSE
2020-09-11,Residential,0.01,Residential,FALSE
2020-09-12,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-09-12,Workplace,-0.09,Workplace,TRUE
2020-09-12,Residential,-0.01,Residential,TRUE
2020-09-13,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-09-13,Workplace,-0.12,Workplace,TRUE
2020-09-13,Residential,-0.01,Residential,TRUE
2020-09-14,Retail and Recreation,0.015,Retail and Recreation,FALSE
2020-09-14,Workplace,-0.185,Workplace,FALSE
2020-09-14,Residential,0.02,Residential,FALSE
2020-09-15,Retail and Recreation,0.03,Retail and Recreation,FALSE
2020-09-15,Workplace,-0.18,Workplace,FALSE
2020-09-15,Residential,0.02,Residential,FALSE
2020-09-16,Retail and Recreation,0.005,Retail and Recreation,FALSE
2020-09-16,Workplace,-0.185,Workplace,FALSE
2020-09-16,Residential,0.02,Residential,FALSE
2020-09-17,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-09-17,Workplace,-0.19,Workplace,FALSE
2020-09-17,Residential,0.02,Residential,FALSE
2020-09-18,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-09-18,Workplace,-0.18,Workplace,FALSE
2020-09-18,Residential,0.02,Residential,FALSE
2020-09-19,Retail and Recreation,-0.025,Retail and Recreation,TRUE
2020-09-19,Workplace,-0.08,Workplace,TRUE
2020-09-19,Residential,-0.02,Residential,TRUE
2020-09-20,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-09-20,Workplace,-0.11,Workplace,TRUE
2020-09-20,Residential,0,Residential,TRUE
2020-09-21,Retail and Recreation,0.04,Retail and Recreation,FALSE
2020-09-21,Workplace,-0.19,Workplace,FALSE
2020-09-21,Residential,0.03,Residential,FALSE
2020-09-22,Retail and Recreation,0.02,Retail and Recreation,FALSE
2020-09-22,Workplace,-0.18,Workplace,FALSE
2020-09-22,Residential,0.03,Residential,FALSE
2020-09-23,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-09-23,Workplace,-0.16,Workplace,FALSE
2020-09-23,Residential,0.03,Residential,FALSE
2020-09-24,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-09-24,Workplace,-0.16,Workplace,FALSE
2020-09-24,Residential,0.03,Residential,FALSE
2020-09-25,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-09-25,Workplace,-0.175,Workplace,FALSE
2020-09-25,Residential,0.02,Residential,FALSE
2020-09-26,Retail and Recreation,-0.01,Retail and Recreation,TRUE
2020-09-26,Workplace,-0.07,Workplace,TRUE
2020-09-26,Residential,-0.02,Residential,TRUE
2020-09-27,Retail and Recreation,-0.03,Retail and Recreation,TRUE
2020-09-27,Workplace,-0.095,Workplace,TRUE
2020-09-27,Residential,0,Residential,TRUE
2020-09-28,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-09-28,Workplace,-0.17,Workplace,FALSE
2020-09-28,Residential,0.05,Residential,FALSE
2020-09-29,Retail and Recreation,0,Retail and Recreation,FALSE
2020-09-29,Workplace,-0.17,Workplace,FALSE
2020-09-29,Residential,0.03,Residential,FALSE
2020-09-30,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-09-30,Workplace,-0.17,Workplace,FALSE
2020-09-30,Residential,0.03,Residential,FALSE
2020-10-01,Retail and Recreation,0.03,Retail and Recreation,FALSE
2020-10-01,Workplace,-0.16,Workplace,FALSE
2020-10-01,Residential,0.03,Residential,FALSE
2020-10-02,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-10-02,Workplace,-0.18,Workplace,FALSE
2020-10-02,Residential,0.02,Residential,FALSE
2020-10-03,Retail and Recreation,-0.01,Retail and Recreation,TRUE
2020-10-03,Workplace,-0.085,Workplace,TRUE
2020-10-03,Residential,-0.02,Residential,TRUE
2020-10-04,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-10-04,Workplace,-0.13,Workplace,TRUE
2020-10-04,Residential,0.01,Residential,TRUE
2020-10-05,Retail and Recreation,0.01,Retail and Recreation,FALSE
2020-10-05,Workplace,-0.2,Workplace,FALSE
2020-10-05,Residential,0.03,Residential,FALSE
2020-10-06,Retail and Recreation,0,Retail and Recreation,FALSE
2020-10-06,Workplace,-0.18,Workplace,FALSE
2020-10-06,Residential,0.02,Residential,FALSE
2020-10-07,Retail and Recreation,0,Retail and Recreation,FALSE
2020-10-07,Workplace,-0.18,Workplace,FALSE
2020-10-07,Residential,0.03,Residential,FALSE
2020-10-08,Retail and Recreation,0,Retail and Recreation,FALSE
2020-10-08,Workplace,-0.175,Workplace,FALSE
2020-10-08,Residential,0.03,Residential,FALSE
2020-10-09,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-10-09,Workplace,-0.19,Workplace,FALSE
2020-10-09,Residential,0.02,Residential,FALSE
2020-10-10,Retail and Recreation,-0.04,Retail and Recreation,TRUE
2020-10-10,Workplace,-0.08,Workplace,TRUE
2020-10-10,Residential,-0.02,Residential,TRUE
2020-10-11,Retail and Recreation,-0.06,Retail and Recreation,TRUE
2020-10-11,Workplace,-0.11,Workplace,TRUE
2020-10-11,Residential,-0.005,Residential,TRUE
2020-10-12,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-10-12,Workplace,-0.24,Workplace,FALSE
2020-10-12,Residential,0.06,Residential,FALSE
2020-10-13,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-10-13,Workplace,-0.21,Workplace,FALSE
2020-10-13,Residential,0.04,Residential,FALSE
2020-10-14,Retail and Recreation,-0.01,Retail and Recreation,FALSE
2020-10-14,Workplace,-0.2,Workplace,FALSE
2020-10-14,Residential,0.04,Residential,FALSE
2020-10-15,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-10-15,Workplace,-0.22,Workplace,FALSE
2020-10-15,Residential,0.05,Residential,FALSE
2020-10-16,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-10-16,Workplace,-0.22,Workplace,FALSE
2020-10-16,Residential,0.04,Residential,FALSE
2020-10-17,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-10-17,Workplace,-0.1,Workplace,TRUE
2020-10-17,Residential,0,Residential,TRUE
2020-10-18,Retail and Recreation,-0.11,Retail and Recreation,TRUE
2020-10-18,Workplace,-0.13,Workplace,TRUE
2020-10-18,Residential,0.01,Residential,TRUE
2020-10-19,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-10-19,Workplace,-0.215,Workplace,FALSE
2020-10-19,Residential,0.07,Residential,FALSE
2020-10-20,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-10-20,Workplace,-0.21,Workplace,FALSE
2020-10-20,Residential,0.05,Residential,FALSE
2020-10-21,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-10-21,Workplace,-0.205,Workplace,FALSE
2020-10-21,Residential,0.05,Residential,FALSE
2020-10-22,Retail and Recreation,-0.015,Retail and Recreation,FALSE
2020-10-22,Workplace,-0.2,Workplace,FALSE
2020-10-22,Residential,0.04,Residential,FALSE
2020-10-23,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-10-23,Workplace,-0.2,Workplace,FALSE
2020-10-23,Residential,0.05,Residential,FALSE
2020-10-24,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-10-24,Workplace,-0.08,Workplace,TRUE
2020-10-24,Residential,0,Residential,TRUE
2020-10-25,Retail and Recreation,-0.095,Retail and Recreation,TRUE
2020-10-25,Workplace,-0.115,Workplace,TRUE
2020-10-25,Residential,0.02,Residential,TRUE
2020-10-26,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-10-26,Workplace,-0.18,Workplace,FALSE
2020-10-26,Residential,0.05,Residential,FALSE
2020-10-27,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-10-27,Workplace,-0.19,Workplace,FALSE
2020-10-27,Residential,0.05,Residential,FALSE
2020-10-28,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-10-28,Workplace,-0.17,Workplace,FALSE
2020-10-28,Residential,0.045,Residential,FALSE
2020-10-29,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2020-10-29,Workplace,-0.2,Workplace,FALSE
2020-10-29,Residential,0.06,Residential,FALSE
2020-10-30,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-10-30,Workplace,-0.2,Workplace,FALSE
2020-10-30,Residential,0.04,Residential,FALSE
2020-10-31,Retail and Recreation,-0.06,Retail and Recreation,TRUE
2020-10-31,Workplace,-0.08,Workplace,TRUE
2020-10-31,Residential,0,Residential,TRUE
2020-11-01,Retail and Recreation,-0.11,Retail and Recreation,TRUE
2020-11-01,Workplace,-0.13,Workplace,TRUE
2020-11-01,Residential,0.02,Residential,TRUE
2020-11-02,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2020-11-02,Workplace,-0.17,Workplace,FALSE
2020-11-02,Residential,0.05,Residential,FALSE
2020-11-03,Retail and Recreation,0.045,Retail and Recreation,FALSE
2020-11-03,Workplace,-0.225,Workplace,FALSE
2020-11-03,Residential,0.05,Residential,FALSE
2020-11-04,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-11-04,Workplace,-0.17,Workplace,FALSE
2020-11-04,Residential,0.05,Residential,FALSE
2020-11-05,Retail and Recreation,-0.065,Retail and Recreation,FALSE
2020-11-05,Workplace,-0.18,Workplace,FALSE
2020-11-05,Residential,0.055,Residential,FALSE
2020-11-06,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-11-06,Workplace,-0.195,Workplace,FALSE
2020-11-06,Residential,0.06,Residential,FALSE
2020-11-07,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-11-07,Workplace,-0.065,Workplace,TRUE
2020-11-07,Residential,0.01,Residential,TRUE
2020-11-08,Retail and Recreation,-0.07,Retail and Recreation,TRUE
2020-11-08,Workplace,-0.1,Workplace,TRUE
2020-11-08,Residential,0.02,Residential,TRUE
2020-11-09,Retail and Recreation,-0.045,Retail and Recreation,FALSE
2020-11-09,Workplace,-0.19,Workplace,FALSE
2020-11-09,Residential,0.06,Residential,FALSE
2020-11-10,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-11-10,Workplace,-0.2,Workplace,FALSE
2020-11-10,Residential,0.06,Residential,FALSE
2020-11-11,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-11-11,Workplace,-0.24,Workplace,FALSE
2020-11-11,Residential,0.07,Residential,FALSE
2020-11-12,Retail and Recreation,-0.075,Retail and Recreation,FALSE
2020-11-12,Workplace,-0.2,Workplace,FALSE
2020-11-12,Residential,0.07,Residential,FALSE
2020-11-13,Retail and Recreation,-0.09,Retail and Recreation,FALSE
2020-11-13,Workplace,-0.21,Workplace,FALSE
2020-11-13,Residential,0.07,Residential,FALSE
2020-11-14,Retail and Recreation,-0.1,Retail and Recreation,TRUE
2020-11-14,Workplace,-0.09,Workplace,TRUE
2020-11-14,Residential,0.035,Residential,TRUE
2020-11-15,Retail and Recreation,-0.16,Retail and Recreation,TRUE
2020-11-15,Workplace,-0.15,Workplace,TRUE
2020-11-15,Residential,0.04,Residential,TRUE
2020-11-16,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-11-16,Workplace,-0.19,Workplace,FALSE
2020-11-16,Residential,0.07,Residential,FALSE
2020-11-17,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-11-17,Workplace,-0.205,Workplace,FALSE
2020-11-17,Residential,0.07,Residential,FALSE
2020-11-18,Retail and Recreation,-0.09,Retail and Recreation,FALSE
2020-11-18,Workplace,-0.2,Workplace,FALSE
2020-11-18,Residential,0.07,Residential,FALSE
2020-11-19,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-11-19,Workplace,-0.205,Workplace,FALSE
2020-11-19,Residential,0.07,Residential,FALSE
2020-11-20,Retail and Recreation,-0.11,Retail and Recreation,FALSE
2020-11-20,Workplace,-0.2,Workplace,FALSE
2020-11-20,Residential,0.07,Residential,FALSE
2020-11-21,Retail and Recreation,-0.12,Retail and Recreation,TRUE
2020-11-21,Workplace,-0.07,Workplace,TRUE
2020-11-21,Residential,0.04,Residential,TRUE
2020-11-22,Retail and Recreation,-0.17,Retail and Recreation,TRUE
2020-11-22,Workplace,-0.11,Workplace,TRUE
2020-11-22,Residential,0.05,Residential,TRUE
2020-11-23,Retail and Recreation,-0.045,Retail and Recreation,FALSE
2020-11-23,Workplace,-0.22,Workplace,FALSE
2020-11-23,Residential,0.08,Residential,FALSE
2020-11-24,Retail and Recreation,0,Retail and Recreation,FALSE
2020-11-24,Workplace,-0.24,Workplace,FALSE
2020-11-24,Residential,0.08,Residential,FALSE
2020-11-25,Retail and Recreation,0.12,Retail and Recreation,FALSE
2020-11-25,Workplace,-0.35,Workplace,FALSE
2020-11-25,Residential,0.09,Residential,FALSE
2020-11-26,Retail and Recreation,-0.75,Retail and Recreation,FALSE
2020-11-26,Workplace,-0.83,Workplace,FALSE
2020-11-26,Residential,0.23,Residential,FALSE
2020-11-27,Retail and Recreation,-0.14,Retail and Recreation,FALSE
2020-11-27,Workplace,-0.61,Workplace,FALSE
2020-11-27,Residential,0.19,Residential,FALSE
2020-11-28,Retail and Recreation,-0.16,Retail and Recreation,TRUE
2020-11-28,Workplace,-0.165,Workplace,TRUE
2020-11-28,Residential,0.05,Residential,TRUE
2020-11-29,Retail and Recreation,-0.16,Retail and Recreation,TRUE
2020-11-29,Workplace,-0.13,Workplace,TRUE
2020-11-29,Residential,0.04,Residential,TRUE
2020-11-30,Retail and Recreation,-0.12,Retail and Recreation,FALSE
2020-11-30,Workplace,-0.215,Workplace,FALSE
2020-11-30,Residential,0.09,Residential,FALSE
2020-12-01,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-12-01,Workplace,-0.215,Workplace,FALSE
2020-12-01,Residential,0.08,Residential,FALSE
2020-12-02,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-12-02,Workplace,-0.2,Workplace,FALSE
2020-12-02,Residential,0.07,Residential,FALSE
2020-12-03,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-12-03,Workplace,-0.2,Workplace,FALSE
2020-12-03,Residential,0.07,Residential,FALSE
2020-12-04,Retail and Recreation,-0.1,Retail and Recreation,FALSE
2020-12-04,Workplace,-0.19,Workplace,FALSE
2020-12-04,Residential,0.08,Residential,FALSE
2020-12-05,Retail and Recreation,-0.06,Retail and Recreation,TRUE
2020-12-05,Workplace,-0.02,Workplace,TRUE
2020-12-05,Residential,0.03,Residential,TRUE
2020-12-06,Retail and Recreation,-0.14,Retail and Recreation,TRUE
2020-12-06,Workplace,-0.1,Workplace,TRUE
2020-12-06,Residential,0.04,Residential,TRUE
2020-12-07,Retail and Recreation,-0.08,Retail and Recreation,FALSE
2020-12-07,Workplace,-0.19,Workplace,FALSE
2020-12-07,Residential,0.07,Residential,FALSE
2020-12-08,Retail and Recreation,-0.09,Retail and Recreation,FALSE
2020-12-08,Workplace,-0.19,Workplace,FALSE
2020-12-08,Residential,0.07,Residential,FALSE
2020-12-09,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-12-09,Workplace,-0.19,Workplace,FALSE
2020-12-09,Residential,0.07,Residential,FALSE
2020-12-10,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-12-10,Workplace,-0.19,Workplace,FALSE
2020-12-10,Residential,0.07,Residential,FALSE
2020-12-11,Retail and Recreation,-0.09,Retail and Recreation,FALSE
2020-12-11,Workplace,-0.19,Workplace,FALSE
2020-12-11,Residential,0.07,Residential,FALSE
2020-12-12,Retail and Recreation,-0.06,Retail and Recreation,TRUE
2020-12-12,Workplace,-0.055,Workplace,TRUE
2020-12-12,Residential,0.04,Residential,TRUE
2020-12-13,Retail and Recreation,-0.11,Retail and Recreation,TRUE
2020-12-13,Workplace,-0.11,Workplace,TRUE
2020-12-13,Residential,0.04,Residential,TRUE
2020-12-14,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-12-14,Workplace,-0.185,Workplace,FALSE
2020-12-14,Residential,0.07,Residential,FALSE
2020-12-15,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-12-15,Workplace,-0.2,Workplace,FALSE
2020-12-15,Residential,0.07,Residential,FALSE
2020-12-16,Retail and Recreation,-0.12,Retail and Recreation,FALSE
2020-12-16,Workplace,-0.225,Workplace,FALSE
2020-12-16,Residential,0.1,Residential,FALSE
2020-12-17,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2020-12-17,Workplace,-0.2,Workplace,FALSE
2020-12-17,Residential,0.08,Residential,FALSE
2020-12-18,Retail and Recreation,-0.07,Retail and Recreation,FALSE
2020-12-18,Workplace,-0.2,Workplace,FALSE
2020-12-18,Residential,0.08,Residential,FALSE
2020-12-19,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-12-19,Workplace,-0.06,Workplace,TRUE
2020-12-19,Residential,0.03,Residential,TRUE
2020-12-20,Retail and Recreation,-0.05,Retail and Recreation,TRUE
2020-12-20,Workplace,-0.08,Workplace,TRUE
2020-12-20,Residential,0.03,Residential,TRUE
2020-12-21,Retail and Recreation,0.06,Retail and Recreation,FALSE
2020-12-21,Workplace,-0.27,Workplace,FALSE
2020-12-21,Residential,0.08,Residential,FALSE
2020-12-22,Retail and Recreation,0.11,Retail and Recreation,FALSE
2020-12-22,Workplace,-0.29,Workplace,FALSE
2020-12-22,Residential,0.08,Residential,FALSE
2020-12-23,Retail and Recreation,0.23,Retail and Recreation,FALSE
2020-12-23,Workplace,-0.34,Workplace,FALSE
2020-12-23,Residential,0.08,Residential,FALSE
2020-12-24,Retail and Recreation,-0.05,Retail and Recreation,FALSE
2020-12-24,Workplace,-0.65,Workplace,FALSE
2020-12-24,Residential,0.17,Residential,FALSE
2020-12-25,Retail and Recreation,-0.87,Retail and Recreation,FALSE
2020-12-25,Workplace,-0.85,Workplace,FALSE
2020-12-25,Residential,0.28,Residential,FALSE
2020-12-26,Retail and Recreation,-0.2,Retail and Recreation,TRUE
2020-12-26,Workplace,-0.245,Workplace,TRUE
2020-12-26,Residential,0.08,Residential,TRUE
2020-12-27,Retail and Recreation,-0.19,Retail and Recreation,TRUE
2020-12-27,Workplace,-0.17,Workplace,TRUE
2020-12-27,Residential,0.05,Residential,TRUE
2020-12-28,Retail and Recreation,-0.04,Retail and Recreation,FALSE
2020-12-28,Workplace,-0.385,Workplace,FALSE
2020-12-28,Residential,0.13,Residential,FALSE
2020-12-29,Retail and Recreation,-0.03,Retail and Recreation,FALSE
2020-12-29,Workplace,-0.4,Workplace,FALSE
2020-12-29,Residential,0.13,Residential,FALSE
2020-12-30,Retail and Recreation,-0.02,Retail and Recreation,FALSE
2020-12-30,Workplace,-0.4,Workplace,FALSE
2020-12-30,Residential,0.14,Residential,FALSE
2020-12-31,Retail and Recreation,0.11,Retail and Recreation,FALSE
2020-12-31,Workplace,-0.52,Workplace,FALSE
2020-12-31,Residential,0.14,Residential,FALSE
2021-01-01,Retail and Recreation,-0.47,Retail and Recreation,FALSE
2021-01-01,Workplace,-0.76,Workplace,FALSE
2021-01-01,Residential,0.3,Residential,FALSE
2021-01-02,Retail and Recreation,-0.15,Retail and Recreation,TRUE
2021-01-02,Workplace,-0.185,Workplace,TRUE
2021-01-02,Residential,0.07,Residential,TRUE
2021-01-03,Retail and Recreation,-0.21,Retail and Recreation,TRUE
2021-01-03,Workplace,-0.14,Workplace,TRUE
2021-01-03,Residential,0.06,Residential,TRUE
2021-01-04,Retail and Recreation,-0.02,Retail and Recreation,FALSE
2021-01-04,Workplace,-0.2,Workplace,FALSE
2021-01-04,Residential,0.08,Residential,FALSE
2021-01-05,Retail and Recreation,-0.06,Retail and Recreation,FALSE
2021-01-05,Workplace,-0.2,Workplace,FALSE
2021-01-05,Residential,0.07,Residential,FALSE
