end_date,age_grp,daily_cases,weekly_cases,pop,prop_cases
Jun 05,30 to 39,46,565,844497,0.669037308599083
Jun 05,40 to 49,43,478,815370,0.58623692311466
Jun 05,50 to 59,31,376,871660,0.431360851708235
Jun 05,60 to 69,25,247,772889,0.319580172573293
Jun 05,70 to 79,8,112,450969,0.248354099727476
Jun 05,80 and older,5,73,253527,0.287937773886016
Jun 12,0 to 19,46,363,1752893,0.207086228309429
Jun 12,20 to 29,38,392,930073,0.421472293035063
Jun 12,30 to 39,42,332,844497,0.393133427353798
Jun 12,40 to 49,40,351,815370,0.430479414253652
Jun 12,50 to 59,32,311,871660,0.356790491705481
Jun 12,60 to 69,19,175,772889,0.226423199191605
Jun 12,70 to 79,7,107,450969,0.237266863132499
Jun 12,80 and older,7,56,253527,0.220883771748177
Jun 19,0 to 19,24,257,1752893,0.146614767701166
Jun 19,20 to 29,32,278,930073,0.298901269040172
Jun 19,30 to 39,18,249,844497,0.294850070515348
Jun 19,40 to 49,17,282,815370,0.345855255896096
Jun 19,50 to 59,15,292,871660,0.334993001858523
Jun 19,60 to 69,11,192,772889,0.248418595684503
Jun 19,70 to 79,11,112,450969,0.248354099727476
Jun 19,80 and older,3,38,253527,0.149885416543406
Jun 26,0 to 19,20,237,1752893,0.135205058152437
Jun 26,20 to 29,27,249,930073,0.267720920830946
Jun 26,30 to 39,17,245,844497,0.290113523197833
Jun 26,40 to 49,20,233,815370,0.285759839091455
Jun 26,50 to 59,23,195,871660,0.22371108000826
Jun 26,60 to 69,7,128,772889,0.165612397123002
Jun 26,70 to 79,10,86,450969,0.190700469433597
Jun 26,80 and older,2,27,253527,0.106497532807157
Jul 03,0 to 19,44,328,1752893,0.187119236599154
Jul 03,20 to 29,24,274,930073,0.294600531356141
Jul 03,30 to 39,31,280,844497,0.331558312226094
Jul 03,40 to 49,22,248,815370,0.304156395256141
Jul 03,50 to 59,23,198,871660,0.227152788931464
Jul 03,60 to 69,17,154,772889,0.199252415288612
Jul 03,70 to 79,3,72,450969,0.159656206967663
Jul 03,80 and older,5,47,253527,0.185384594145791
Jul 10,0 to 19,57,411,1752893,0.234469531226378
Jul 10,20 to 29,64,405,930073,0.435449690508164
Jul 10,30 to 39,48,388,844497,0.459445089799016
Jul 10,40 to 49,48,322,815370,0.394912739001926
Jul 10,50 to 59,31,279,871660,0.320078929857972
Jul 10,60 to 69,31,202,772889,0.261357064209738
Jul 10,70 to 79,17,124,450969,0.27496346755542
Jul 10,80 and older,2,43,253527,0.169607181878064
Jul 17,0 to 19,78,605,1752893,0.345143713849048
Jul 17,20 to 29,65,686,930073,0.73757651281136
Jul 17,30 to 39,65,646,844497,0.764952391778775
Jul 17,40 to 49,49,503,815370,0.616897850055803
Jul 17,50 to 59,38,423,871660,0.485280958171764
Jul 17,60 to 69,28,283,772889,0.366158659264138
Jul 17,70 to 79,11,145,450969,0.321529861254321
Jul 17,80 and older,6,74,253527,0.291882126952948
Jul 24,0 to 19,120,895,1752893,0.510584502305617
Jul 24,20 to 29,129,921,930073,0.990244851748196
Jul 24,30 to 39,111,839,844497,0.993490799848904
Jul 24,40 to 49,72,713,815370,0.874449636361407
Jul 24,50 to 59,60,565,871660,0.648188513870087
Jul 24,60 to 69,63,451,772889,0.583524930488078
Jul 24,70 to 79,27,219,450969,0.485620962859975
Jul 24,80 and older,13,88,253527,0.347103069889992
Jul 31,0 to 19,208,1488,1752893,0.848882390425428
Jul 31,20 to 29,210,1499,930073,1.61170144709071
Jul 31,30 to 39,185,1335,844497,1.58082266722084
Jul 31,40 to 49,160,1145,815370,1.40427045390436
Jul 31,50 to 59,100,895,871660,1.02677649542253
Jul 31,60 to 69,86,680,772889,0.879815859715949
Jul 31,70 to 79,64,369,450969,0.818238060709273
Jul 31,80 and older,31,214,253527,0.84409155632339
Aug 07,0 to 19,295,2290,1752893,1.30641174332946
Aug 07,20 to 29,354,2298,930073,2.47077379947596
Aug 07,30 to 39,279,2062,844497,2.44169014217931
Aug 07,40 to 49,240,1715,815370,2.10333958816243
Aug 07,50 to 59,192,1339,871660,1.53614941605672
Aug 07,60 to 69,120,982,772889,1.27055760917803
Aug 07,70 to 79,94,583,450969,1.29277178697427
Aug 07,80 and older,32,288,253527,1.13597368327634
Aug 14,0 to 19,550,4153,1752893,2.36922618779355
Aug 14,20 to 29,315,2832,930073,3.04492228029413
Aug 14,30 to 39,308,2760,844497,3.26821764908579
Aug 14,40 to 49,237,2155,815370,2.64297190232655
Aug 14,50 to 59,217,1945,871660,2.23137461854393
Aug 14,60 to 69,149,1293,772889,1.67294398031283
Aug 14,70 to 79,81,732,450969,1.62317143750457
Aug 14,80 and older,30,399,253527,1.57379687370576
Aug 21,0 to 19,939,6973,1752893,3.97799523416432
Aug 21,20 to 29,410,3379,930073,3.6330481585854
Aug 21,30 to 39,441,3613,844497,4.278286364546
Aug 21,40 to 49,346,2754,815370,3.37760771183634
Aug 21,50 to 59,265,2338,871660,2.68223848748365
Aug 21,60 to 69,201,1732,772889,2.24094274857062
Aug 21,70 to 79,128,997,450969,2.21079497703833
Aug 21,80 and older,52,511,253527,2.01556441720211
Aug 28,0 to 19,1116,9305,1752893,5.30836736754611
Aug 28,20 to 29,470,4196,930073,4.51147383054879
Aug 28,30 to 39,532,4592,844497,5.43755632050795
Aug 28,40 to 49,428,3650,815370,4.47649533340692
Aug 28,50 to 59,332,2874,871660,3.29715714842943
Aug 28,60 to 69,254,2095,772889,2.71060915603664
Aug 28,70 to 79,136,1143,450969,2.53454228561165
Aug 28,80 and older,65,548,253527,2.16150548067859
Sep 04,0 to 19,942,8834,1752893,5.03966870767354
Sep 04,20 to 29,512,4103,930073,4.41148167939506
Sep 04,30 to 39,591,4764,844497,5.64122785516112
Sep 04,40 to 49,468,3921,815370,4.80885978144891
Sep 04,50 to 59,344,3166,871660,3.63215015028796
Sep 04,60 to 69,265,2282,772889,2.95255851745852
Sep 04,70 to 79,175,1346,450969,2.9846840913677
Sep 04,80 and older,83,652,253527,2.57171819963949
Sep 11,0 to 19,1027,7257,1752893,4.14001310975627
Sep 11,20 to 29,621,4092,930073,4.39965465076397
Sep 11,30 to 39,585,4359,844497,5.16165243926266
Sep 11,40 to 49,510,3653,815370,4.48017464463986
Sep 11,50 to 59,426,3159,871660,3.62411949613381
Sep 11,60 to 69,351,2328,772889,3.0120754726746
Sep 11,70 to 79,179,1276,450969,2.82946277903803
Sep 11,80 and older,83,598,253527,2.35872313402517
Sep 18,0 to 19,674,6309,1752893,3.59919287714652
Sep 18,20 to 29,437,3922,930073,4.21687329919264
Sep 18,30 to 39,399,3987,844497,4.72115353873371
Sep 18,40 to 49,389,3515,815370,4.31092632792475
Sep 18,50 to 59,309,3134,871660,3.59543858844045
Sep 18,60 to 69,234,2275,772889,2.94350158949086
Sep 18,70 to 79,134,1268,450969,2.81172320048606
Sep 18,80 and older,75,698,253527,2.75315844071835
Sep 25,0 to 19,445,4928,1752893,2.81135243280679
Sep 25,20 to 29,278,3085,930073,3.3169439388091
Sep 25,30 to 39,294,3371,844497,3.9917252518363
Sep 25,40 to 49,210,2789,815370,3.42053300955395
Sep 25,50 to 59,179,2395,871660,2.74763095702453
Sep 25,60 to 69,161,1818,772889,2.35221357788764
Sep 25,70 to 79,82,1063,450969,2.35714650009202
Sep 25,80 and older,36,468,253527,1.84595723532405
Oct 02,0 to 19,499,4358,1752893,2.48617571066802
Oct 02,20 to 29,306,2755,930073,2.96213307987653
Oct 02,30 to 39,354,2868,844497,3.39610442665871
Oct 02,40 to 49,286,2466,815370,3.02439383347437
Oct 02,50 to 59,233,2212,871660,2.53768671270908
Oct 02,60 to 69,192,1786,772889,2.31081047860689
Oct 02,70 to 79,83,968,450969,2.14648900478747
Oct 02,80 and older,38,509,253527,2.00767571106825
